edge,status,seconds,clauses,returncode
12:8,NOT_VERIFIED,0.170902,11412,1
12:48,NOT_VERIFIED,0.619771,11412,1
12:64,NOT_VERIFIED,0.177642,11412,1
12:95,NOT_VERIFIED,0.167978,11412,1
12:123,NOT_VERIFIED,0.178625,11412,1
12:133,NOT_VERIFIED,0.909402,11412,1
12:174,NOT_VERIFIED,0.174462,11412,1
12:178,NOT_VERIFIED,0.582065,11412,1
12:208,NOT_VERIFIED,0.488369,11412,1
12:258,NOT_VERIFIED,0.511959,11412,1
12:292,NOT_VERIFIED,0.485594,11412,1
12:350,NOT_VERIFIED,0.168427,11412,1
12:390,NOT_VERIFIED,0.166332,11412,1
12:412,NOT_VERIFIED,0.165825,11412,1
12:421,NOT_VERIFIED,0.600486,11412,1
12:445,NOT_VERIFIED,0.167018,11412,1
12:446,NOT_VERIFIED,0.164979,11412,1
12:467,NOT_VERIFIED,0.466348,11412,1
12:479,NOT_VERIFIED,0.163504,11412,1
12:494,NOT_VERIFIED,0.169737,11412,1
12:495,NOT_VERIFIED,0.659704,11412,1
12:514,NOT_VERIFIED,0.171330,11412,1
13:8,NOT_VERIFIED,0.216512,11412,1
13:9,NOT_VERIFIED,0.184732,11412,1
13:47,NOT_VERIFIED,0.472964,11412,1
13:53,NOT_VERIFIED,0.655019,11412,1
13:56,NOT_VERIFIED,0.183357,11412,1
13:91,NOT_VERIFIED,0.191245,11412,1
13:136,NOT_VERIFIED,0.736010,11412,1
13:171,NOT_VERIFIED,0.171637,11412,1
13:172,NOT_VERIFIED,0.612436,11412,1
13:349,NOT_VERIFIED,0.183952,11412,1
13:387,NOT_VERIFIED,0.192003,11412,1
13:406,NOT_VERIFIED,0.441107,11412,1
13:436,NOT_VERIFIED,0.240490,11412,1
13:441,NOT_VERIFIED,0.169491,11412,1
13:465,NOT_VERIFIED,0.183326,11412,1
13:491,NOT_VERIFIED,0.176070,11412,1
13:511,NOT_VERIFIED,0.170156,11412,1
13:537,NOT_VERIFIED,0.474746,11412,1
14:17,NOT_VERIFIED,0.185155,11412,1
14:18,NOT_VERIFIED,0.170208,11412,1
14:42,NOT_VERIFIED,0.182687,11412,1
14:61,NOT_VERIFIED,0.167202,11412,1
14:63,NOT_VERIFIED,0.648108,11412,1
14:92,NOT_VERIFIED,0.265511,11412,1
14:169,NOT_VERIFIED,0.161680,11412,1
14:185,NOT_VERIFIED,0.626680,11412,1
14:207,NOT_VERIFIED,0.694308,11412,1
14:255,NOT_VERIFIED,0.179002,11412,1
14:294,NOT_VERIFIED,0.493617,11412,1
14:350,NOT_VERIFIED,0.162306,11412,1
14:384,NOT_VERIFIED,0.164119,11412,1
14:410,NOT_VERIFIED,0.165270,11412,1
14:427,NOT_VERIFIED,0.617553,11412,1
14:440,NOT_VERIFIED,0.170098,11412,1
14:449,NOT_VERIFIED,0.167111,11412,1
14:471,NOT_VERIFIED,0.221193,11412,1
14:505,NOT_VERIFIED,0.181042,11412,1
14:506,NOT_VERIFIED,0.273417,11412,1
14:509,NOT_VERIFIED,0.172564,11412,1
15:16,NOT_VERIFIED,0.528288,11412,1
15:40,NOT_VERIFIED,0.521708,11412,1
15:89,NOT_VERIFIED,0.692977,11412,1
15:211,NOT_VERIFIED,0.763516,11412,1
15:382,NOT_VERIFIED,0.695417,11412,1
15:438,NOT_VERIFIED,0.565573,11412,1
15:531,NOT_VERIFIED,0.509023,11412,1
15:537,NOT_VERIFIED,0.807691,11412,1
16:43,NOT_VERIFIED,0.570654,11412,1
16:59,NOT_VERIFIED,0.580283,11412,1
16:90,NOT_VERIFIED,0.580641,11412,1
16:172,NOT_VERIFIED,0.488894,11412,1
16:255,NOT_VERIFIED,0.575310,11412,1
16:378,NOT_VERIFIED,0.720901,11412,1
16:419,NOT_VERIFIED,0.462427,11412,1
16:438,NOT_VERIFIED,0.477145,11412,1
16:495,VERIFIED,0.870735,11412,0
17:22,NOT_VERIFIED,0.165797,11412,1
17:43,NOT_VERIFIED,0.488499,11412,1
17:60,NOT_VERIFIED,0.171547,11412,1
17:95,NOT_VERIFIED,0.183829,11412,1
17:175,NOT_VERIFIED,0.284080,11412,1
17:181,NOT_VERIFIED,0.732413,11412,1
17:293,NOT_VERIFIED,0.172109,11412,1
17:385,NOT_VERIFIED,0.170223,11412,1
17:415,NOT_VERIFIED,0.171191,11412,1
17:429,NOT_VERIFIED,0.675245,11412,1
17:439,NOT_VERIFIED,0.172056,11412,1
17:440,NOT_VERIFIED,0.165331,11412,1
17:469,NOT_VERIFIED,0.500991,11412,1
17:480,NOT_VERIFIED,0.303104,11412,1
17:499,NOT_VERIFIED,0.252734,11412,1
17:517,NOT_VERIFIED,0.178363,11412,1
18:24,NOT_VERIFIED,0.204281,11412,1
18:39,NOT_VERIFIED,0.170894,11412,1
18:62,NOT_VERIFIED,0.168845,11412,1
18:66,NOT_VERIFIED,0.633146,11412,1
18:97,NOT_VERIFIED,0.172401,11412,1
18:182,NOT_VERIFIED,0.176946,11412,1
18:209,NOT_VERIFIED,0.614387,11412,1
18:253,NOT_VERIFIED,0.753287,11412,1
18:295,NOT_VERIFIED,0.168124,11412,1
18:353,NOT_VERIFIED,0.166464,11412,1
18:387,NOT_VERIFIED,0.174525,11412,1
18:408,NOT_VERIFIED,0.165684,11412,1
18:425,NOT_VERIFIED,0.597392,11412,1
18:449,NOT_VERIFIED,0.169509,11412,1
18:452,NOT_VERIFIED,0.161873,11412,1
18:470,NOT_VERIFIED,0.463349,11412,1
18:481,NOT_VERIFIED,0.171455,11412,1
18:498,NOT_VERIFIED,0.174744,11412,1
18:507,NOT_VERIFIED,0.168300,11412,1
19:21,NOT_VERIFIED,0.758419,11412,1
19:39,NOT_VERIFIED,0.703760,11412,1
19:207,NOT_VERIFIED,0.720219,11412,1
19:252,NOT_VERIFIED,0.820401,11412,1
19:381,NOT_VERIFIED,0.682090,11412,1
19:437,NOT_VERIFIED,0.628869,11412,1
20:26,NOT_VERIFIED,0.634795,11412,1
20:47,NOT_VERIFIED,0.625144,11412,1
20:63,NOT_VERIFIED,0.761917,11412,1
20:98,NOT_VERIFIED,0.548077,11412,1
20:212,NOT_VERIFIED,0.708140,11412,1
20:257,NOT_VERIFIED,0.623982,11412,1
20:424,NOT_VERIFIED,0.620010,11412,1
20:443,NOT_VERIFIED,0.555345,11412,1
21:44,NOT_VERIFIED,0.486069,11412,1
21:256,NOT_VERIFIED,0.696300,11412,1
21:380,NOT_VERIFIED,0.906184,11412,1
21:420,NOT_VERIFIED,0.506256,11412,1
21:437,NOT_VERIFIED,0.630699,11412,1
21:496,NOT_VERIFIED,0.750492,11412,1
21:531,NOT_VERIFIED,0.564099,11412,1
22:23,NOT_VERIFIED,0.171442,11412,1
22:40,NOT_VERIFIED,0.286887,11412,1
22:57,NOT_VERIFIED,0.170272,11412,1
22:93,NOT_VERIFIED,0.183291,11412,1
22:251,NOT_VERIFIED,0.176550,11412,1
22:298,NOT_VERIFIED,0.605736,11412,1
22:349,NOT_VERIFIED,0.173504,11412,1
22:386,NOT_VERIFIED,0.179760,11412,1
22:388,NOT_VERIFIED,0.828579,11412,1
22:407,NOT_VERIFIED,0.173697,11412,1
22:424,NOT_VERIFIED,0.814755,11412,1
22:439,NOT_VERIFIED,0.186231,11412,1
22:448,NOT_VERIFIED,0.166440,11412,1
22:473,NOT_VERIFIED,0.180335,11412,1
22:478,NOT_VERIFIED,0.178544,11412,1
22:502,NOT_VERIFIED,0.324514,11412,1
22:508,NOT_VERIFIED,0.175875,11412,1
23:24,NOT_VERIFIED,0.162187,11412,1
23:41,NOT_VERIFIED,0.233735,11412,1
23:91,NOT_VERIFIED,0.162309,11412,1
23:256,NOT_VERIFIED,0.167851,11412,1
23:351,NOT_VERIFIED,0.174198,11412,1
23:390,NOT_VERIFIED,0.249016,11412,1
23:423,NOT_VERIFIED,0.181877,11412,1
23:426,NOT_VERIFIED,0.667752,11412,1
23:448,NOT_VERIFIED,0.181556,11412,1
23:450,NOT_VERIFIED,0.180968,11412,1
23:482,NOT_VERIFIED,0.174908,11412,1
23:500,NOT_VERIFIED,0.186200,11412,1
23:510,NOT_VERIFIED,0.179784,11412,1
24:44,NOT_VERIFIED,0.183684,11412,1
24:65,NOT_VERIFIED,0.171366,11412,1
24:94,NOT_VERIFIED,0.175729,11412,1
24:252,NOT_VERIFIED,0.174274,11412,1
24:296,NOT_VERIFIED,0.306271,11412,1
24:352,NOT_VERIFIED,0.191776,11412,1
24:391,NOT_VERIFIED,0.170606,11412,1
24:428,NOT_VERIFIED,0.170315,11412,1
24:450,NOT_VERIFIED,0.169864,11412,1
24:452,NOT_VERIFIED,0.174188,11412,1
24:474,NOT_VERIFIED,0.170078,11412,1
24:479,NOT_VERIFIED,0.176510,11412,1
24:501,NOT_VERIFIED,0.169278,11412,1
24:516,NOT_VERIFIED,0.169797,11412,1
25:26,NOT_VERIFIED,0.629394,11412,1
25:48,NOT_VERIFIED,0.772060,11412,1
25:254,NOT_VERIFIED,0.958374,11412,1
25:389,NOT_VERIFIED,0.653053,11412,1
25:427,NOT_VERIFIED,0.646903,11412,1
25:447,NOT_VERIFIED,0.607549,11412,1
26:50,NOT_VERIFIED,0.641246,11412,1
26:66,NOT_VERIFIED,0.910933,11412,1
26:398,NOT_VERIFIED,0.223892,11412,1
26:429,NOT_VERIFIED,1.008456,11412,1
26:443,NOT_VERIFIED,0.732771,11412,1
26:447,NOT_VERIFIED,0.650793,11412,1
27:29,NOT_VERIFIED,0.179500,11412,1
27:32,NOT_VERIFIED,0.173882,11412,1
27:355,NOT_VERIFIED,0.174591,11412,1
27:396,NOT_VERIFIED,0.174027,11412,1
27:418,NOT_VERIFIED,0.175352,11412,1
27:456,NOT_VERIFIED,0.173099,11412,1
27:461,NOT_VERIFIED,0.172052,11412,1
27:486,NOT_VERIFIED,0.349885,11412,1
27:524,NOT_VERIFIED,0.196777,11412,1
28:30,NOT_VERIFIED,0.173791,11412,1
28:31,NOT_VERIFIED,0.194953,11412,1
28:358,NOT_VERIFIED,0.264176,11412,1
28:397,NOT_VERIFIED,0.178252,11412,1
28:453,NOT_VERIFIED,0.184824,11412,1
28:463,NOT_VERIFIED,0.170963,11412,1
28:475,NOT_VERIFIED,0.175043,11412,1
28:487,NOT_VERIFIED,0.177437,11412,1
28:523,NOT_VERIFIED,0.169949,11412,1
29:31,NOT_VERIFIED,0.220320,11412,1
29:354,NOT_VERIFIED,0.178337,11412,1
29:394,NOT_VERIFIED,0.171797,11412,1
29:416,NOT_VERIFIED,0.182917,11412,1
29:456,NOT_VERIFIED,0.176460,11412,1
29:458,NOT_VERIFIED,0.378443,11412,1
29:476,NOT_VERIFIED,0.177406,11412,1
29:525,NOT_VERIFIED,0.184833,11412,1
30:32,NOT_VERIFIED,0.169955,11412,1
30:359,NOT_VERIFIED,0.168320,11412,1
30:393,NOT_VERIFIED,0.168846,11412,1
30:453,NOT_VERIFIED,0.171775,11412,1
30:460,NOT_VERIFIED,0.186401,11412,1
30:483,NOT_VERIFIED,0.245275,11412,1
30:529,NOT_VERIFIED,0.176893,11412,1
31:356,NOT_VERIFIED,0.163609,11412,1
31:392,NOT_VERIFIED,0.164652,11412,1
31:417,NOT_VERIFIED,0.174252,11412,1
31:458,NOT_VERIFIED,0.164230,11412,1
31:463,NOT_VERIFIED,0.167965,11412,1
31:484,NOT_VERIFIED,0.166946,11412,1
31:493,NOT_VERIFIED,0.184047,11412,1
31:520,NOT_VERIFIED,0.172128,11412,1
32:357,NOT_VERIFIED,0.192977,11412,1
32:395,NOT_VERIFIED,0.179238,11412,1
32:460,NOT_VERIFIED,0.180631,11412,1
32:461,NOT_VERIFIED,0.184618,11412,1
32:477,NOT_VERIFIED,0.177392,11412,1
32:485,NOT_VERIFIED,0.185441,11412,1
32:521,NOT_VERIFIED,0.176207,11412,1
33:36,NOT_VERIFIED,0.182758,11412,1
33:38,NOT_VERIFIED,0.167379,11412,1
33:358,NOT_VERIFIED,0.176339,11412,1
33:396,NOT_VERIFIED,0.169344,11412,1
33:434,NOT_VERIFIED,0.177367,11412,1
33:455,NOT_VERIFIED,0.173758,11412,1
33:462,NOT_VERIFIED,0.305653,11412,1
33:485,NOT_VERIFIED,0.165903,11412,1
33:530,NOT_VERIFIED,0.254329,11412,1
34:35,NOT_VERIFIED,0.187105,11412,1
34:37,NOT_VERIFIED,0.171984,11412,1
34:355,NOT_VERIFIED,0.192814,11412,1
34:397,NOT_VERIFIED,0.181726,11412,1
34:432,NOT_VERIFIED,0.185475,11412,1
34:454,NOT_VERIFIED,0.172664,11412,1
34:464,NOT_VERIFIED,0.172991,11412,1
34:476,NOT_VERIFIED,0.177642,11412,1
34:484,NOT_VERIFIED,0.170680,11412,1
34:528,NOT_VERIFIED,0.179243,11412,1
35:38,NOT_VERIFIED,0.168259,11412,1
35:357,NOT_VERIFIED,0.164509,11412,1
35:392,NOT_VERIFIED,0.184724,11412,1
35:430,NOT_VERIFIED,0.171047,11412,1
35:454,NOT_VERIFIED,0.181322,11412,1
35:459,NOT_VERIFIED,0.282414,11412,1
35:527,NOT_VERIFIED,0.179482,11412,1
36:37,NOT_VERIFIED,0.189117,11412,1
36:395,NOT_VERIFIED,0.172476,11412,1
36:431,NOT_VERIFIED,0.209742,11412,1
36:455,NOT_VERIFIED,0.187029,11412,1
36:457,NOT_VERIFIED,0.184030,11412,1
36:475,NOT_VERIFIED,0.171630,11412,1
36:483,NOT_VERIFIED,0.197563,11412,1
36:503,NOT_VERIFIED,0.279393,11412,1
36:526,NOT_VERIFIED,0.171094,11412,1
37:393,NOT_VERIFIED,0.170878,11412,1
37:435,NOT_VERIFIED,0.168983,11412,1
37:457,NOT_VERIFIED,0.166274,11412,1
37:464,NOT_VERIFIED,0.171449,11412,1
37:487,NOT_VERIFIED,0.166145,11412,1
37:519,NOT_VERIFIED,0.165667,11412,1
38:394,NOT_VERIFIED,0.159524,11412,1
38:433,NOT_VERIFIED,0.162429,11412,1
38:459,NOT_VERIFIED,0.174440,11412,1
38:462,NOT_VERIFIED,0.166471,11412,1
38:477,NOT_VERIFIED,0.179647,11412,1
38:486,NOT_VERIFIED,0.170213,11412,1
38:504,NOT_VERIFIED,0.175933,11412,1
38:522,NOT_VERIFIED,0.168881,11412,1
41:531,NOT_VERIFIED,0.494539,11412,1
45:534,NOT_VERIFIED,0.793763,11412,1
50:8,NOT_VERIFIED,0.200713,11412,1
52:531,NOT_VERIFIED,0.771010,11412,1
53:533,NOT_VERIFIED,0.700290,11412,1
54:6,NOT_VERIFIED,0.298340,11412,1
54:9,NOT_VERIFIED,0.175328,11412,1
55:7,NOT_VERIFIED,0.176293,11412,1
57:6,NOT_VERIFIED,0.204787,11412,1
58:8,NOT_VERIFIED,0.166607,11412,1
59:9,NOT_VERIFIED,0.563537,11412,1
65:7,NOT_VERIFIED,0.525356,11412,1
100:27,NOT_VERIFIED,0.174771,11412,1
100:37,NOT_VERIFIED,0.179251,11412,1
100:129,NOT_VERIFIED,0.184415,11412,1
100:131,NOT_VERIFIED,0.193407,11412,1
100:339,NOT_VERIFIED,0.176641,11412,1
100:347,NOT_VERIFIED,0.181077,11412,1
100:354,NOT_VERIFIED,0.173161,11412,1
100:355,NOT_VERIFIED,0.183688,11412,1
100:367,NOT_VERIFIED,0.200032,11412,1
100:368,NOT_VERIFIED,0.265721,11412,1
100:392,NOT_VERIFIED,0.178414,11412,1
101:31,NOT_VERIFIED,0.184843,11412,1
101:33,NOT_VERIFIED,0.180839,11412,1
101:130,NOT_VERIFIED,0.345329,11412,1
101:132,NOT_VERIFIED,0.173089,11412,1
101:189,NOT_VERIFIED,0.168945,11412,1
101:288,NOT_VERIFIED,0.171109,11412,1
101:338,NOT_VERIFIED,0.217140,11412,1
101:341,NOT_VERIFIED,0.202066,11412,1
101:356,NOT_VERIFIED,0.192247,11412,1
101:358,NOT_VERIFIED,0.173917,11412,1
101:369,NOT_VERIFIED,0.173668,11412,1
101:371,NOT_VERIFIED,0.172204,11412,1
101:393,NOT_VERIFIED,0.168710,11412,1
102:32,NOT_VERIFIED,0.173172,11412,1
102:34,NOT_VERIFIED,0.177333,11412,1
102:128,NOT_VERIFIED,0.175400,11412,1
102:129,NOT_VERIFIED,0.171708,11412,1
102:177,NOT_VERIFIED,0.183692,11412,1
102:190,NOT_VERIFIED,0.180819,11412,1
102:337,NOT_VERIFIED,0.363695,11412,1
102:340,NOT_VERIFIED,0.178114,11412,1
102:355,NOT_VERIFIED,0.192430,11412,1
102:357,NOT_VERIFIED,0.167707,11412,1
102:370,NOT_VERIFIED,0.184103,11412,1
102:372,NOT_VERIFIED,0.174115,11412,1
102:394,NOT_VERIFIED,0.177777,11412,1
103:28,NOT_VERIFIED,0.173429,11412,1
103:38,NOT_VERIFIED,0.176770,11412,1
103:127,NOT_VERIFIED,0.168396,11412,1
103:130,NOT_VERIFIED,0.167465,11412,1
103:187,NOT_VERIFIED,0.168802,11412,1
103:287,NOT_VERIFIED,0.172650,11412,1
103:336,NOT_VERIFIED,0.163367,11412,1
103:346,NOT_VERIFIED,0.169290,11412,1
103:358,NOT_VERIFIED,0.175135,11412,1
103:359,NOT_VERIFIED,0.173206,11412,1
103:373,NOT_VERIFIED,0.165448,11412,1
103:374,NOT_VERIFIED,0.169025,11412,1
103:395,NOT_VERIFIED,0.161435,11412,1
104:29,NOT_VERIFIED,0.178686,11412,1
104:36,NOT_VERIFIED,0.184176,11412,1
104:131,NOT_VERIFIED,0.167773,11412,1
104:132,NOT_VERIFIED,0.170743,11412,1
104:186,NOT_VERIFIED,0.163348,11412,1
104:342,NOT_VERIFIED,0.164824,11412,1
104:343,NOT_VERIFIED,0.166375,11412,1
104:354,NOT_VERIFIED,0.173901,11412,1
104:356,NOT_VERIFIED,0.168990,11412,1
104:376,NOT_VERIFIED,0.170728,11412,1
104:397,NOT_VERIFIED,0.168707,11412,1
105:30,NOT_VERIFIED,0.168270,11412,1
105:35,NOT_VERIFIED,0.208503,11412,1
105:127,NOT_VERIFIED,0.180349,11412,1
105:128,NOT_VERIFIED,0.273027,11412,1
105:176,NOT_VERIFIED,0.177158,11412,1
105:188,NOT_VERIFIED,0.180254,11412,1
105:286,NOT_VERIFIED,0.178398,11412,1
105:344,NOT_VERIFIED,0.174659,11412,1
105:345,NOT_VERIFIED,0.169487,11412,1
105:357,NOT_VERIFIED,0.164177,11412,1
105:359,NOT_VERIFIED,0.165971,11412,1
105:375,NOT_VERIFIED,0.170524,11412,1
105:377,NOT_VERIFIED,0.161918,11412,1
105:396,NOT_VERIFIED,0.173470,11412,1
106:5,NOT_VERIFIED,0.630472,11412,1
106:115,NOT_VERIFIED,0.617488,11412,1
106:118,NOT_VERIFIED,0.795473,11412,1
106:175,NOT_VERIFIED,0.714187,11412,1
106:181,NOT_VERIFIED,0.728658,11412,1
106:250,NOT_VERIFIED,0.632433,11412,1
106:330,NOT_VERIFIED,0.634665,11412,1
106:332,NOT_VERIFIED,0.949192,11412,1
106:364,VERIFIED,0.911413,11412,0
107:2,NOT_VERIFIED,0.556718,11412,1
107:26,NOT_VERIFIED,0.632559,11412,1
107:108,NOT_VERIFIED,0.460287,11412,1
107:114,NOT_VERIFIED,0.487179,11412,1
107:146,NOT_VERIFIED,0.520808,11412,1
107:180,NOT_VERIFIED,0.645185,11412,1
107:184,NOT_VERIFIED,0.654442,11412,1
107:246,NOT_VERIFIED,0.514405,11412,1
107:331,NOT_VERIFIED,0.504531,11412,1
108:6,NOT_VERIFIED,0.474680,11412,1
108:26,NOT_VERIFIED,0.503148,11412,1
108:87,NOT_VERIFIED,0.840701,11412,1
108:118,NOT_VERIFIED,0.617867,11412,1
108:120,NOT_VERIFIED,0.487220,11412,1
108:180,NOT_VERIFIED,0.637823,11412,1
108:183,NOT_VERIFIED,0.172933,11412,1
108:228,NOT_VERIFIED,0.644997,11412,1
108:241,NOT_VERIFIED,0.654956,11412,1
108:276,NOT_VERIFIED,0.888982,11412,1
108:279,NOT_VERIFIED,0.610617,11412,1
108:325,NOT_VERIFIED,0.596761,11412,1
108:328,NOT_VERIFIED,0.680799,11412,1
108:398,NOT_VERIFIED,0.531458,11412,1
108:426,NOT_VERIFIED,0.615748,11412,1
108:428,NOT_VERIFIED,0.471050,11412,1
109:14,NOT_VERIFIED,0.636271,11412,1
109:85,NOT_VERIFIED,0.635322,11412,1
109:141,NOT_VERIFIED,0.708662,11412,1
109:143,NOT_VERIFIED,0.710741,11412,1
109:240,NOT_VERIFIED,0.728743,11412,1
110:5,NOT_VERIFIED,0.503563,11412,1
110:15,NOT_VERIFIED,0.521199,11412,1
110:70,NOT_VERIFIED,0.823369,11412,1
110:78,NOT_VERIFIED,0.615507,11412,1
110:88,NOT_VERIFIED,0.564732,11412,1
110:89,NOT_VERIFIED,0.494836,11412,1
110:113,NOT_VERIFIED,0.645365,11412,1
110:116,NOT_VERIFIED,0.452655,11412,1
110:174,NOT_VERIFIED,0.458991,11412,1
110:179,NOT_VERIFIED,0.606542,11412,1
110:206,NOT_VERIFIED,0.632268,11412,1
110:222,NOT_VERIFIED,0.556759,11412,1
110:266,NOT_VERIFIED,0.785773,11412,1
110:267,NOT_VERIFIED,0.460583,11412,1
110:319,NOT_VERIFIED,0.666599,11412,1
110:320,NOT_VERIFIED,0.632359,11412,1
110:362,NOT_VERIFIED,0.653650,11412,1
110:378,NOT_VERIFIED,0.610632,11412,1
110:382,NOT_VERIFIED,0.463385,11412,1
110:409,NOT_VERIFIED,0.171634,11412,1
